Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry
Streedagh Green Coast Beach 2019,http://cleancoasts.org/.php,,-8.56088621809328,54.3975265951387,Sligo,Grange,Republic of Ireland
Dooey Green Coast Beach 2019,http://www.cleancoastsireland.org/green-coast-award.php,,-8.74773468474484,54.7148525013333,Donegal,Glencolmcille,Republic of Ireland
Magheroarty Green Coast Beach 2019,http://cleancoasts.org/,,-8.16513073996122,55.1446672378804,Donegal,Gortahork,Republic of Ireland
Drumnatinney Green Coast Beach 2019,,,-8.09698117331083,55.1607287900227,Donegal,Gortahork,Republic of Ireland
Ballyhernan Beach Green Coast 2019,http://www.beachawards.ie,,-7.69933889313894,55.2008221619694,Donegal,Fanad,Republic of Ireland
Doagh Famine Village,http://www.doaghfaminevillage.com,+353(0)749378078,-7.33586719043205,55.3089068138005,Donegal,Ballyliffin,Republic of Ireland
Carol Cronin's Gallery,http://www.carolcronin.com,+353(0)861031074,-10.269967,52.142119,Kerry,Dingle,Republic of Ireland
The Jeanie Johnston,http://www.jeaniejohnston.ie,+353(0)14730111,-6.24599514363387,53.3477690297964,Dublin,Dublin City,Republic of Ireland
University of Limerick Conference & Sports Campus,http://www.conference.ul.ie,+353(0)61234178,-8.55182512314971,52.6742486983498,Limerick,Castletroy,Republic of Ireland
Fairy Fort Farm,http://www.fairyfortfarm.com,+353(0)864021659,-7.96045144952415,52.7531612251516,Tipperary,Borrisoleigh,Republic of Ireland
Dublin City Bike Tours,http://www.dublincitybiketours.com,+353(0)871341866,-6.253322,53.34998,Dublin,Dublin City,Republic of Ireland
The Howth Horse & Carriage Co,http://www.howthhorseandcarriage.com,+353(0)872906357,-6.06638090223151,53.3880061928278,Dublin,Howth,Republic of Ireland
The Dublin City Pub Crawl,http://www.thedublincitypubcrawl.com/,+353(0)864020040,-6.25927005922444,53.3473830781906,Dublin,Dublin City,Republic of Ireland
Kbowl Family Entertainment Centre,http://www.kbowlkk.ie,+353(0)567788200,-7.244254,52.655356,Kilkenny,Kilkenny City,Republic of Ireland
The Watershed,http://www.thewatershed.ie,+353(0)567734620,-7.235917,52.63877,Kilkenny,Kilkenny City,Republic of Ireland
About Cork Taxi Tours,http://www.aboutcorktaxitours.com,+353(0)2546788,-8.47400571035268,51.8984153316715,Cork,Cork City,Republic of Ireland
Jerpoint Park,http://www.jerpointpark.com,+353(0)866061449,-7.166836,52.512917,Kilkenny,Thomastown,Republic of Ireland
Knockdrinna Farmhouse Cheese,http://www.knockdrinna.com,+353(0)868597716,-7.227913,52.536133,Kilkenny,Stonyford,Republic of Ireland
Kilkenny Design Centre,http://www.kilkennydesign.com,+353(0)567722118,-7.24949196560669,52.6498221823626,Kilkenny,Kilkenny City,Republic of Ireland
Carnegie Arts Centre,http://www.carnegieartskenmare.ie,+353(0)646648701,-9.582731,51.878285,Kerry,Kenmare,Republic of Ireland
The Playbarn,http://www.theplaybarn.com,+353(0)45882670,-6.618888,53.231279,Kildare,Johnstown,Republic of Ireland
Tramore  Bike  Cycling Tours,http://www.tramorebiketours.com,+353(0)51386988,-7.159322,52.154922,Waterford,Tramore,Republic of Ireland
Connemara Light,http://www.connemaralight.com,,-9.60034387771733,53.2644046829443,Galway,Carraroe,Republic of Ireland
The TLT Concert Hall & Theatre,http://www.theTLT.ie,+353(0)419878560,-6.372489,53.699583,Louth,Drogheda,Republic of Ireland
Bere Island Heritage Centre,http://www.bereisland.net/activities/heritage-centre/,+353(0)2775956,-9.8795138545837,51.6353376469738,Cork,Bere Island,Republic of Ireland
Loughwell Farm Park,http://www.loughwellfarmpark.ie,+353(0)91868631,-9.25802034879734,53.2920499774441,Galway,Moycullen,Republic of Ireland
Esker Monastery Retreat,http://www.redemptoristsesker.ie/,+353(0)91844007,-8.683624,53.282257,Galway,Athenry,Republic of Ireland
The Piano Gallery,http://www.thepianogallery.ie,+353(0)51424442,-6.92397730045379,52.4931570496466,Carlow,Saint Mullins,Republic of Ireland
The New Village - Lough Seecon Trail,http://www.coillte.ie,+353(0)91787520,-9.32461718024626,53.4278726929595,Galway,Oughterard,Republic of Ireland
Segway Adventures,http://www.segwayadventures.ie,1850211637,-9.046555,53.27469,Galway,Galway City,Republic of Ireland
Dhu Varren Garden,http://www.dhuvarrengarden.com,+353(0)877596414,-9.69671238861713,52.1347594095638,Kerry,Milltown,Republic of Ireland
Centre for Environmental Living and Training,http://www.celtnet.org,+353(0)61640765,-8.53068158414248,52.9112967133094,Clare,Scarriff,Republic of Ireland
Your Ireland Specialist,http://www.yourirelandspecialist.com,+353(0)876625235,-9.497353,52.043248,Kerry,Killarney,Republic of Ireland
Nowlan Park  Gaelic Stadium,http://www.kilkennygaa.ie,,-7.238554,52.656856,Kilkenny,Kilkenny City,Republic of Ireland
Baking Academy of Ireland,http://www.bakingacademyireland.ie,+00353(0)18451214,-6.379362,53.357996,Dublin,Palmerstown,Republic of Ireland
Tayto Park,http://www.taytopark.ie,+353(0)18351999,-6.46094472621666,53.543502161462,Meath,Ashbourne,Republic of Ireland
Theatre Royal,http://www.theatreroyal.ie,+353(0)51874402,-7.107075,52.259856,Waterford,Waterford City,Republic of Ireland
Inchiquin Cookery School,http://www.inchiquinhouse.com,+00353(0)852118835,-9.073684,52.95562,Clare,Corofin,Republic of Ireland
Kilkenny City Library,https://www.kilkennylibrary.ie,+353(0)567794174,-7.250184,52.653473,Kilkenny,Kilkenny City,Republic of Ireland
Waterford Airport,http://www.waterfordairport.ie,+353(0)51846600,-7.081038,52.188609,Waterford,Waterford City,Republic of Ireland
Oranmore Castle,http://www.oranmorecastle.com,+353(0)866003160,-8.93473770304103,53.2682539568526,Galway,Oranmore,Republic of Ireland
Blackbird Gallery,http://www.theblackbirdgallery.ie,+353(0)877843015,-7.24986098210911,52.6495684134211,Kilkenny,Kilkenny City,Republic of Ireland
Angling Adventures,http://www.moyflyfishing.com,+383(0)874123235,-8.8548576628364,53.9097747771903,Mayo,Swinford,Republic of Ireland
Lough Derg Garden Trail,http://loughderggardens.ie/,+353(0)878079763,-8.86687577225911,52.8219792103536,Tipperary,Nenagh,Republic of Ireland
Panoramic Ireland Photo Tours,http://www.panoramicireland.com/dublin,+353(0)862461890,-6.25927005922444,53.3473830781906,Dublin,Dublin City,Republic of Ireland
Greenacres Art Centre,https://www.greenacres.ie,+353(0)539122975,-6.4640300932541,52.3414347677529,Wexford,Wexford Town,Republic of Ireland
Irish Angling Guide,http://www.irishanglingguide.ie,+353(0)879667803,-9.28330438522197,52.5706273643915,Limerick,Glin,Republic of Ireland
The Green Door Studio,http://www.thegreendoorstudio.net,+353(0)749136864,-7.928771,55.174792,Donegal,Portnablaghy,Republic of Ireland
Funtasia Waterpark Drogheda,http://www.funtasia.ie,+353(0)419898000,-6.36352215211491,53.7052213869332,Louth,Drogheda,Republic of Ireland
Butlers Chocolate Experience,http://www.butlerschocolates.com/uk/chocolateexperience,+353(0)16710599,-6.219445,53.404051,Dublin,Clonshaugh,Republic of Ireland
Funtasia Bettystown,http://www.funtasia.ie,+353(0)419828301,-6.24519534854891,53.6990847387422,Meath,Bettystown,Republic of Ireland
Skelligphototours,http://www.irlandphoto.com,+353(0)669479022,-10.273635830874,51.8228055401545,Kerry,Ballinskelligs,Republic of Ireland
Drumsheen Looped Walk,,,-9.15518109882918,54.1146326750094,Mayo,Ballina,Republic of Ireland
Glen Looped Walk,,,-9.03035004228285,54.110117041669,Mayo,Bonniconlon,Republic of Ireland
Prebaun Loop,,,-9.11304925232873,53.9819832487202,Mayo,Foxford,Republic of Ireland
Lookout Hill Loop,http://www.irishtrails.ie/Trail/Mulranny---Lookout-Hill-loop/592/,,-9.79020239645016,53.9040112024891,Mayo,Mulranny,Republic of Ireland
Belmullet Community Tourist Office,,+353(0)9720494,-9.989844,54.223597,Mayo,Belmullet,Republic of Ireland
Ardara Visitor Information Point,,+353(0)872424590,-8.41266829052892,54.7620008105795,Donegal,Ardara,Republic of Ireland
Claremorris Community Tourist Office,,+353(0)949371830,-8.997987,53.720718,Mayo,Claremorris,Republic of Ireland
Kylemore Visitor Information Point,,+353(0)9552001,-9.88934816319465,53.5615987603324,Galway,Kylemore,Republic of Ireland
Tubbercurry Community Tourist Office,,+353(0)870936616,-8.72861830919259,54.0550118937489,Sligo,Tubbercurry,Republic of Ireland
Loughrea Visitor Information Point,,+353(0)91842670,-8.56691857139821,53.1986826958877,Galway,Loughrea,Republic of Ireland
Portumna Visitor Information Point,,+353(0)909759200,-8.22073852447511,53.0943453706367,Galway,Portumna,Republic of Ireland
Iron Donkey Ireland Ltd.,http://www.irondonkey.com,+353(0)879725332,-10.2234554774269,51.9476611011772,Kerry,Cahersiveen,Republic of Ireland
"Grow, Cook, Eat at Sarah Baker Cookery School",http://www.sarahbaker.ie,+353(0)879690824,-8.03630597907036,52.9405746875502,Tipperary,Cloughjordan,Republic of Ireland
Killagholehane Cemetery and Church,,+353(0)61396255,-8.979017,52.331277,Limerick,Broadford,Republic of Ireland
Broadford Arboretum,,,-8.9747933723338,52.3455912969417,Limerick,Broadford,Republic of Ireland
Dingle Shuttle Bus,http://www.dingleshuttlebus.com,+353(0)872504767,-10.2692550723326,52.1412568337814,Kerry,Dingle,Republic of Ireland
Waterford Garden Trail,http://www.visitwaterford.com/things-to-do/,,-7.1152460709327,52.26595539545,Waterford,Waterford City,Republic of Ireland
Avoca Painting School,http://avocapaintingschool.com,+353(0)40235555,-6.227289,52.880014,Wicklow,Avoca,Republic of Ireland
"Derrynane House, National Historic Park",http://www.heritageireland.ie/en/South-West/DerrynaneHouse,+353(0)669475113,-10.1310527939438,51.7624857665737,Kerry,Caherdaniel ,Republic of Ireland
Lifford Old  Courthouse,http://www.liffordoldcourthouse.com,+353(0)749141733,-7.47886,54.833088,Donegal,Lifford,Republic of Ireland
Russborough House 18th Century Walled Garden,http://www.russborough.ie,+353(0)45865239,-6.569867,53.14121,Wicklow,Blessington,Republic of Ireland
The Irish National Stud and Japanese Gardens,http://www.irishnationalstud.ie,+353(0)45521617,-6.90090562565615,53.1443632049431,Kildare,Kildare Town,Republic of Ireland
Bantry House And Garden,http://www.bantryhouse.com,+353(0)2750047,-9.465435,51.677161,Cork,Bantry,Republic of Ireland
Coolcarrigan House Gardens,http://www.coolcarrigan.ie,+353(0)45863524,-6.85600775665284,53.3192798975392,Kildare,Naas,Republic of Ireland
Enniscoe House & Gardens,http://www.enniscoe.com/,+353(0)9631809,-9.30895777511591,54.0706185466534,Mayo,Ballina,Republic of Ireland
Curraghmore House & Gardens,http://www.curraghmorehouse.ie,+353(0)51387134,-7.359387,52.290225,Waterford,Portlaw,Republic of Ireland
Emo Court Gardens,http://www.heritageireland.ie/en/midlands-eastcoast/emocourt/,+353(0)578626573,-7.19805817196652,53.1072632887392,Laois,Emo,Republic of Ireland
Beaulieu House Gardens,http://www.beaulieuhouse.ie,+353(0)419838557,-6.293574,53.728067,Louth,Drogheda,Republic of Ireland
Desmond Castle and  Wine Museum,http://www.heritageireland.ie/en/south-west/desmondcastle/,+353(0)214774855,-8.524855,51.706922,Cork,Kinsale,Republic of Ireland
Cappoquin House,http://www.cappoquinhouseandgardens.com,+353(0)5854290,-7.85002170171355,52.1494993753903,Waterford,Cappoquin,Republic of Ireland
Belvedere House Gardens and Park,http://www.belvedere-house.ie,+353(0)449349060,-7.36913830422975,53.4772966782852,Westmeath,Mullingar,Republic of Ireland
Powerscourt House Gardens,http://www.powerscourt.com,+353(0)12046000,-6.188951,53.183507,Wicklow,Enniskerry,Republic of Ireland
Burren College of Art,http://www.burrencollege.ie,+353(0)657077200,-9.169792,53.103572,Clare,Ballyvaughan,Republic of Ireland
Burren College of Art,http://www.burrencollege.ie,+353(0)657077200,-9.169807,53.103563,Clare,Ballyvaughan,Republic of Ireland
Castlecoote House and Gardens – Home of the Percy French Summer School,http://www.castlecootehouse.com,+353(0)906663794,-8.291167,53.616442,Roscommon,Castlecoote,Republic of Ireland
"The Market House, Venue and Gallery",,+353(0)4738162,-6.972322,54.247492,Monaghan,Monaghan Town,Republic of Ireland
The Dunamaise Arts Centre,http://www.dunamaise.ie,+353(0)578663355,-7.299943,53.034423,Laois,Portlaoise,Republic of Ireland
Cill Rialaig Arts Centre,http://cillrialaigartscentre.org,+353(0)669479277,-10.266307,51.832637,Kerry,Ballinskelligs,Republic of Ireland
"Newtownbarry House, Gardens and Gallery",http://www.newtownbarryhouse.com,+353(0)539376383,-6.645458,52.658656,Wexford,Bunclody,Republic of Ireland
The Flough,,+353(0)749384024,-7.27162894931076,55.0703207396104,Donegal,Muff,Republic of Ireland
Castletown House Parkland,http://www.castletown.ie,+353(0)16288252,-6.53039262698371,53.3491472355598,Kildare,Celbridge,Republic of Ireland
Farmleigh House,http://www.farmleigh.ie,+353(0)18155900,-6.359981,53.365152,Dublin,Castleknock,Republic of Ireland
Hennigan's Heritage Centre,http://www.museumsofmayo.com,+353(0)949252505,-8.987827,53.974484,Mayo,Swinford,Republic of Ireland
Newbridge Silverware - Museum of Style Icons,http://www.newbridgesilverware.com,+353(0)45431301,-6.79677959259038,53.1762827573143,Kildare,Newbridge,Republic of Ireland
Oceans Alive Visitor Centre & Seaside Trail,http://www.letterfrackwatertours.com/,+353(0)9543473,-9.972419,53.572838,Galway,Letterfrack,Republic of Ireland
Patrick Kavanagh Rural and Literary Resource Centre,http://www.patrickkavanaghcountry.com,+353(0)429378560,-6.577048,54.001648,Monaghan,Inniskeen,Republic of Ireland
Díseart,http://www.diseart.ie,+353(0)669152476,-10.270528,52.141947,Kerry,Dingle,Republic of Ireland
Fairbrook House Gardens,http://www.fairbrook-house.com,+353(0)51384657,-7.26346688095088,52.239728,Waterford,Waterford City,Republic of Ireland
Bog of Allen Nature Centre,http://www.ipcc.ie,+353(0)45860133,-6.94968901586912,53.2707245027172,Kildare,Rathangan,Republic of Ireland
Kinsale Museum,http://homepage.eircom.net/~kinsalemuseum/index.html,+353(0)214777930,-8.52435,51.706275,Cork,Kinsale,Republic of Ireland
Ardgillan Castle and Victorian Gardens,http://www.ardgillancastle.ie,+353(0)18492212,-6.16,53.586,Dublin,Balbriggan,Republic of Ireland
Charleville Castle,http://www.charlevillecastle.ie,+353(0)579323040,-7.52792,53.260464,Offaly,Tullamore,Republic of Ireland
Conamara Irish Culture Experience,http://www.cnocsuain.com,+353(0)91555703,-9.30573424786064,53.2454967166693,Galway,Spiddal,Republic of Ireland
Blarney House and Gardens,http://www.blarneycastle.ie,+353(0)214385252,-8.56223472361138,51.9354049686682,Cork,Blarney,Republic of Ireland
Tech Amergin,http://www.techamergin.com,+353(0)669478956,-10.172647,51.82947,Kerry,Waterville,Republic of Ireland
Francis Ledwidge Museum,http://www.francisledwidge.com,+353(0)419824544,-6.527446,53.707137,Meath,Slane,Republic of Ireland
Working Artists Studios,http://www.mariecullen.com,+353(0)861628471,-9.264515,51.551281,Cork,Skibbereen,Republic of Ireland
Thomond Park,http://www.thomondpark.ie,+353(0)61421109,-8.64163,52.674224,Limerick,Limerick City,Republic of Ireland
Yellow Brick Road,http://www.yellowbrickroad.ie,+353(0)18730177,-6.262363,53.346967,Dublin,Dublin City,Republic of Ireland
Berry Lodge Cookery School,http://www.berrylodge.com,+353(0)657087022,-9.430148,52.830422,Clare,Milltown Malbay,Republic of Ireland
The Hole In The Wall,http://www.holeinthewall.ie,+353(0)878075650,-7.253323,52.651316,Kilkenny,Kilkenny City,Republic of Ireland
The Bishop’s Palace Museum,http://www.waterfordtreasures.ie,+353(0)51304500,-7.10764720635984,52.2595430312632,Waterford,Waterford,Republic of Ireland
Foxford Rocks,http://www.foxfordrocks.net,+44(0)1428707272,-9.11304925232866,53.9811756913655,Mayo,Foxford,Republic of Ireland
Skerries Seatours,http://www.skerriesseatours.ie,+353(0)863043847,-6.10462,53.5838,Dublin,Skerries,Republic of Ireland
Atlantic Air Adventures,http://www.atlanticairadventures.com,+353(0)61363687,-8.870177,52.713819,Clare,Shannon,Republic of Ireland
The Green Room Surf School and Shop,http://www.thegreenroom.ie,+353(0)861422988,-9.347012,52.932733,Clare,Lahinch,Republic of Ireland
Atlantic Diving School,,+353(0)860570544,-9.008375,52.892674,Clare,Doolin,Republic of Ireland
Lahinch Surf School,http://oceanscene.ie/lahinch-webcam/,+353(0)879609667,-9.345852,52.932146,Clare,Lahinch,Republic of Ireland
Kilkee Diving And Watersports Centre,http://www.diveireland.com,+353(0)659056707,-9.648497,52.683899,Clare,Kilkee,Republic of Ireland
Aloha Surf School,http://www.surfschool.ie,+353(0)872133996,-9.28611342141721,53.1176595998082,Clare,Fanore,Republic of Ireland
Bens Surf & Rock Climbing Clinic,http://www.bensrockclimbingclinic.com,+353(0)868448622,-9.347045,52.933039,Clare,Lahinch,Republic of Ireland
Clare Walking Tours,http://www.clarevillehouse.net,+353(0)61922925,-8.53967026564966,52.8955351123845,Clare,Tuamgraney,Republic of Ireland
The Pure Soap Company  Workshops,http://www.soapworkshops.com,+353(0)51397665,-6.84506140281678,52.1770529900209,Wexford,Fethard On Sea,Republic of Ireland
Farm Heritage Tours,http://www.farmheritagetours.com,+353(0)657089944,-9.07592975871387,53.1481445399265,Clare,Burren,Republic of Ireland
Lahinch Seaworld & Leisure Centre,http://www.lahinchseaworld.com,+353(0)657081900,-9.347196,52.933701,Clare,Lahinch,Republic of Ireland
Mallow Community Tourist Office,,+353(0)2242222,-8.643073,52.136295,Cork,Mallow,Republic of Ireland
Sneem Visitor Information Point,,+353(0)646675807,-9.899444,51.837864,Kerry,Sneem,Republic of Ireland
Glenbeigh Visitor Information Point,,+353(0)669769184,-9.936654,52.059455,Kerry,Glenbeigh,Republic of Ireland
Waterford Treasures,http://www.waterfordtreasures.com/,+353(0)51849501,-7.10623,52.2596,Waterford,Waterford City,Republic of Ireland
Athy Visitor Information Point,,+353(0)598633075,-6.983167,52.991666,Kildare,Athy,Republic of Ireland
Bray Visitor Information Point,,+353(0)12867128,-6.108978,53.201158,Wicklow,Bray,Republic of Ireland
Crookstown Visitor Information Point,,+353(0)598623208,-6.80102,53.018007,Kildare,Ballitore,Republic of Ireland
Fore Abbey Visitor Information Point,,+353(0)449661780,-7.227529,53.680996,Westmeath,Fore,Republic of Ireland
Mill Cove Sculpture Gardens,http://www.millcovegallery.com,+353(0)2770393,-9.865983,51.657368,Cork,Castletownbere,Republic of Ireland
